515233,0
515234,0
515235,0
515237,0
515238,1
515239,0
515240,0
515241,0
515242,0
515243,0
515244,0
515245,0
515246,1
515249,0
515251,1
515253,0
515254,1
515255,1
515256,0
515257,0
515258,0
515260,0
515262,1
515263,0
515264,0
515266,0
515267,0
515268,0
515269,0
515270,0
515272,0
515273,0
515274,0
515276,0
515277,0
515280,0
515281,1
515282,0
515283,0
515284,0
515285,1
515286,0
515287,0
515289,0
515290,0
515292,0
515293,0
515294,0
515295,0
515296,0
515297,1
515298,0
515299,0
515301,1
515302,1
515303,1
515304,0
515305,0
515307,0
515308,0
515310,0
515311,0
515312,0
515313,1
515314,1
515316,0
515317,0
515318,1
515319,0
515320,1
515321,0
515322,1
515323,1
515328,0
515329,0
515331,0
515332,0
515333,0
515334,0
515335,1
515336,1
515337,1
515339,0
515340,1
515341,0
515342,1
515344,1
515345,0
515346,0
515347,0
515348,0
515349,0
515350,0
515352,0
515353,1
515354,0
515355,0
515359,0
515363,0
515367,0
515370,0
515373,0
515374,0
515376,0
515377,0
515378,0
515381,0
515382,0
515383,0
515384,0
515385,0
515387,0
515388,0
515389,1
515390,1
515391,0
515392,0
515394,0
515395,0
515396,0
515397,0
515399,0
515400,1
515401,1
