356188,0
356189,0
356190,0
356191,0
356192,0
356194,1
356195,0
356196,0
356197,0
356198,0
356200,0
356202,1
356203,1
356204,0
356206,0
356207,1
356208,0
356209,0
356210,0
356212,0
356213,0
356215,0
356216,0
356218,1
356219,0
356220,0
356221,0
356222,0
356223,0
356226,0
356227,0
356228,0
356229,0
356230,0
356231,0
356233,0
356235,0
356236,0
356237,1
356240,0
356241,0
356243,1
356245,0
356246,0
356247,0
356249,0
356250,0
356251,0
356253,1
356254,0
356256,0
356257,1
356258,1
356259,1
356260,0
356261,0
356263,0
356264,0
356266,0
356267,0
356268,0
356269,1
356271,0
356273,0
356274,1
356275,0
356277,0
356278,1
356279,1
356280,0
356282,1
356283,0
356285,0
356286,0
356287,0
356290,0
356293,1
356294,0
356295,0
356299,1
356300,1
356302,0
356303,0
356305,0
356306,0
356307,0
356308,0
356309,0
356310,0
356312,0
356313,0
356315,0
356318,0
356319,0
356320,0
356321,1
356322,0
356323,0
356325,0
356326,0
356327,0
356328,0
356330,0
356332,0
356333,0
356334,0
356336,1
356337,0
356338,0
356339,0
356340,0
356343,0
356346,1
356348,0
356349,0
356352,0
356354,0
356355,0
356356,1
356357,1
356358,1
356359,0
356360,0
356361,0
